"lower.limit","upper.limit","intrvl.width","intrvl.level","cdf","pvalue","svalue","ci_label","interval_text","excludes_null"
-5.47817285216487,-5.21077029328048,0.267402558884399,0.189,0.5945,0.811,0.302226180444814,"18.9% CI","[-5.4782, -5.2108]",TRUE
-5.47889401800342,-5.21004912744193,0.268844890561493,0.19,0.595,0.81,0.3040061868901,"19% CI","[-5.4789, -5.21]",TRUE
-5.47961540755762,-5.20932773788773,0.270287669669885,0.191,0.5955,0.809,0.30578839223211,"19.1% CI","[-5.4796, -5.2093]",TRUE
-5.48033702216801,-5.20860612327734,0.271730898890677,0.192,0.596,0.808,0.307572801910292,"19.2% CI","[-5.4803, -5.2086]",TRUE
-5.48105886317792,-5.20788428226743,0.273174580910482,0.193,0.5965,0.807,0.309359421384307,"19.3% CI","[-5.4811, -5.2079]",TRUE
-5.4817809319334,-5.20716221351195,0.274618718421459,0.194,0.597,0.806,0.31114825613412,"19.4% CI","[-5.4818, -5.2072]",TRUE
-5.48250322978336,-5.20643991566199,0.276063314121364,0.195,0.5975,0.805,0.312939311660108,"19.5% CI","[-5.4825, -5.2064]",TRUE
-5.48322575807946,-5.20571738736589,0.277508370713573,0.196,0.598,0.804,0.314732593483158,"19.6% CI","[-5.4832, -5.2057]",TRUE
-5.48394851817624,-5.20499462726911,0.278953890907133,0.197,0.5985,0.803,0.316528107144773,"19.7% CI","[-5.4839, -5.205]",TRUE
-5.48467151143107,-5.20427163401428,0.280399877416794,0.198,0.599,0.802,0.318325858207167,"19.8% CI","[-5.4847, -5.2043]",TRUE
-5.48539473920421,-5.20354840624114,0.281846332963061,0.199,0.5995,0.801,0.320125852253377,"19.9% CI","[-5.4854, -5.2035]",TRUE
-5.48611820285879,-5.20282494258656,0.283293260272224,0.2,0.6,0.8,0.321928094887362,"20% CI","[-5.4861, -5.2028]",TRUE
-5.48684190376087,-5.20210124168448,0.284740662076398,0.201,0.6005,0.799,0.32373259173411,"20.1% CI","[-5.4868, -5.2021]",TRUE
-5.48756584327946,-5.20137730216589,0.286188541113573,0.202,0.601,0.798,0.325539348439741,"20.2% CI","[-5.4876, -5.2014]",TRUE
-5.4882900227865,-5.20065312265885,0.287636900127644,0.203,0.6015,0.797,0.327348370671615,"20.3% CI","[-5.4883, -5.2007]",TRUE
-5.48901444365691,-5.19992870178844,0.289085741868462,0.204,0.602,0.796,0.329159664118438,"20.4% CI","[-5.489, -5.1999]",TRUE
-5.48973910726861,-5.19920403817674,0.290535069091868,0.205,0.6025,0.795,0.330973234490369,"20.5% CI","[-5.4897, -5.1992]",TRUE
-5.49046401500254,-5.19847913044281,0.291984884559739,0.206,0.603,0.794,0.332789087519129,"20.6% CI","[-5.4905, -5.1985]",TRUE
-5.49118916824269,-5.19775397720266,0.293435191040023,0.207,0.6035,0.793,0.334607228958109,"20.7% CI","[-5.4912, -5.1978]",TRUE
-5.49191456837607,-5.19702857706928,0.294885991306792,0.208,0.604,0.792,0.336427664582477,"20.8% CI","[-5.4919, -5.197]",TRUE
-5.49264021679281,-5.19630292865254,0.296337288140275,0.209,0.6045,0.791,0.338250400189295,"20.9% CI","[-5.4926, -5.1963]",TRUE
-5.49336611488613,-5.19557703055922,0.297789084326903,0.21,0.605,0.79,0.340075441597622,"21% CI","[-5.4934, -5.1956]",TRUE
-5.49409226405235,-5.194850881393,0.29924138265935,0.211,0.6055,0.789,0.341902794648628,"21.1% CI","[-5.4941, -5.1949]",TRUE
-5.49481866569097,-5.19412447975438,0.300694185936582,0.212,0.606,0.788,0.343732465205711,"21.2% CI","[-5.4948, -5.1941]",TRUE
-5.49554532120462,-5.19339782424073,0.30214749696389,0.213,0.6065,0.787,0.345564459154601,"21.3% CI","[-5.4955, -5.1934]",TRUE
-5.49627223199915,-5.1926709134462,0.303601318552946,0.214,0.607,0.786,0.347398782403481,"21.4% CI","[-5.4963, -5.1927]",TRUE
-5.49699939948359,-5.19194374596176,0.305055653521832,0.215,0.6075,0.785,0.349235440883098,"21.5% CI","[-5.497, -5.1919]",TRUE
-5.49772682507022,-5.19121632037513,0.306510504695094,0.216,0.608,0.784,0.351074440546879,"21.6% CI","[-5.4977, -5.1912]",TRUE
-5.49845451017457,-5.19048863527078,0.307965874903784,0.217,0.6085,0.783,0.352915787371046,"21.7% CI","[-5.4985, -5.1905]",TRUE
-5.49918245621542,-5.18976068922993,0.3094217669855,0.218,0.609,0.782,0.354759487354735,"21.8% CI","[-5.4992, -5.1898]",TRUE
-5.49991066461489,-5.18903248083046,0.310878183784432,0.219,0.6095,0.781,0.356605546520108,"21.9% CI","[-5.4999, -5.189]",TRUE
-5.50063913679838,-5.18830400864697,0.31233512815141,0.22,0.61,0.78,0.358453970912476,"22% CI","[-5.5006, -5.1883]",TRUE
-5.50136787419465,-5.1875752712507,0.313792602943948,0.221,0.6105,0.779,0.360304766600418,"22.1% CI","[-5.5014, -5.1876]",TRUE
-5.50209687823582,-5.18684626720953,0.315250611026284,0.222,0.611,0.778,0.362157939675895,"22.2% CI","[-5.5021, -5.1868]",TRUE
-5.50282615035739,-5.18611699508796,0.316709155269429,0.223,0.6115,0.777,0.364013496254377,"22.3% CI","[-5.5028, -5.1861]",TRUE
-5.50355569199828,-5.18538745344707,0.318168238551213,0.224,0.612,0.776,0.365871442474959,"22.4% CI","[-5.5036, -5.1854]",TRUE
-5.50428550460084,-5.18465764084451,0.319627863756329,0.225,0.6125,0.775,0.367731784500487,"22.5% CI","[-5.5043, -5.1847]",TRUE
-5.50501558961087,-5.18392755583448,0.32108803377638,0.226,0.613,0.774,0.369594528517677,"22.6% CI","[-5.505, -5.1839]",TRUE
-5.50574594847764,-5.18319719696771,0.322548751509924,0.227,0.6135,0.773,0.37145968073724,"22.7% CI","[-5.5057, -5.1832]",TRUE
-5.50647658265394,-5.18246656279141,0.324010019862524,0.228,0.614,0.772,0.373327247394007,"22.8% CI","[-5.5065, -5.1825]",TRUE
-5.50720749359607,-5.18173565184928,0.32547184174679,0.229,0.6145,0.771,0.375197234747053,"22.9% CI","[-5.5072, -5.1817]",TRUE
-5.50793868276389,-5.18100446268146,0.326934220082425,0.23,0.615,0.77,0.377069649079823,"23% CI","[-5.5079, -5.181]",TRUE
-5.50867015162081,-5.18027299382454,0.32839715779628,0.231,0.6155,0.769,0.37894449670026,"23.1% CI","[-5.5087, -5.1803]",TRUE
-5.50940190163387,-5.17954124381148,0.329860657822396,0.232,0.616,0.768,0.380821783940931,"23.2% CI","[-5.5094, -5.1795]",TRUE
-5.5101339342737,-5.17880921117165,0.331324723102047,0.233,0.6165,0.767,0.382701517159154,"23.3% CI","[-5.5101, -5.1788]",TRUE
-5.51086625101458,-5.17807689443077,0.332789356583801,0.234,0.617,0.766,0.38458370273713,"23.4% CI","[-5.5109, -5.1781]",TRUE
-5.51159885333445,-5.1773442921109,0.334254561223553,0.235,0.6175,0.765,0.386468347082073,"23.5% CI","[-5.5116, -5.1773]",TRUE
-5.51233174271497,-5.17661140273038,0.335720339984585,0.236,0.618,0.764,0.388355456626338,"23.6% CI","[-5.5123, -5.1766]",TRUE
-5.51306492064148,-5.17587822480387,0.337186695837611,0.237,0.6185,0.763,0.390245037827557,"23.7% CI","[-5.5131, -5.1759]",TRUE
-5.51379838860309,-5.17514475684226,0.338653631760822,0.238,0.619,0.762,0.392137097168765,"23.8% CI","[-5.5138, -5.1751]",TRUE
-5.51453214809265,-5.1744109973527,0.340121150739943,0.239,0.6195,0.761,0.394031641158542,"23.9% CI","[-5.5145, -5.1744]",TRUE
-5.51526620060681,-5.17367694483854,0.341589255768275,0.24,0.62,0.76,0.395928676331139,"24% CI","[-5.5153, -5.1737]",TRUE
-5.51600054764605,-5.1729425977993,0.343057949846751,0.241,0.6205,0.759,0.397828209246621,"24.1% CI","[-5.516, -5.1729]",TRUE
-5.51673519071467,-5.17220795473068,0.34452723598398,0.242,0.621,0.758,0.399730246490995,"24.2% CI","[-5.5167, -5.1722]",TRUE
-5.51747013132083,-5.17147301412452,0.345997117196303,0.243,0.6215,0.757,0.401634794676355,"24.3% CI","[-5.5175, -5.1715]",TRUE
-5.5182053709766,-5.17073777446875,0.34746759650784,0.244,0.622,0.756,0.403541860441014,"24.4% CI","[-5.5182, -5.1707]",TRUE
-5.51894091119795,-5.1700022342474,0.348938676950544,0.245,0.6225,0.755,0.405451450449646,"24.5% CI","[-5.5189, -5.17]",TRUE
-5.5196767535048,-5.16926639194055,0.350410361564249,0.246,0.623,0.754,0.407363571393423,"24.6% CI","[-5.5197, -5.1693]",TRUE
-5.52041289942104,-5.16853024602431,0.351882653396721,0.247,0.6235,0.753,0.409278229990159,"24.7% CI","[-5.5204, -5.1685]",TRUE
-5.52114935047453,-5.16779379497082,0.353355555503718,0.248,0.624,0.752,0.41119543298445,"24.8% CI","[-5.5211, -5.1678]",TRUE
-5.52188610819719,-5.16705703724816,0.354829070949027,0.249,0.6245,0.751,0.413115187147815,"24.9% CI","[-5.5219, -5.1671]",TRUE
-5.52262317412494,-5.16631997132041,0.356303202804531,0.25,0.625,0.75,0.415037499278844,"25% CI","[-5.5226, -5.1663]",TRUE
-5.5233605497978,-5.16558259564755,0.357777954150256,0.251,0.6255,0.749,0.416962376203336,"25.1% CI","[-5.5234, -5.1656]",TRUE
-5.52409823675988,-5.16484490868547,0.35925332807442,0.252,0.626,0.748,0.41888982477445,"25.2% CI","[-5.5241, -5.1648]",TRUE
-5.52483623655942,-5.16410690888593,0.360729327673495,0.253,0.6265,0.747,0.42081985187285,"25.3% CI","[-5.5248, -5.1641]",TRUE
-5.5255745507488,-5.16336859469655,0.362205956052248,0.254,0.627,0.746,0.422752464406849,"25.4% CI","[-5.5256, -5.1634]",TRUE
-5.52631318088458,-5.16262996456077,0.363683216323812,0.255,0.6275,0.745,0.424687669312563,"25.5% CI","[-5.5263, -5.1626]",TRUE
-5.52705212852754,-5.16189101691781,0.365161111609723,0.256,0.628,0.744,0.426625473554056,"25.6% CI","[-5.5271, -5.1619]",TRUE
-5.52779139524267,-5.16115175020268,0.366639645039987,0.257,0.6285,0.743,0.428565884123491,"25.7% CI","[-5.5278, -5.1612]",TRUE
-5.52853098259924,-5.16041216284611,0.368118819753127,0.258,0.629,0.742,0.430508908041284,"25.8% CI","[-5.5285, -5.1604]",TRUE
-5.5292708921708,-5.15967225327455,0.369598638896242,0.259,0.6295,0.741,0.432454552356253,"25.9% CI","[-5.5293, -5.1597]",TRUE
-5.53001112553521,-5.15893201991014,0.371079105625064,0.26,0.63,0.74,0.434402824145775,"26% CI","[-5.53, -5.1589]",TRUE
-5.53075168427468,-5.15819146117067,0.372560223104006,0.261,0.6305,0.739,0.436353730515936,"26.1% CI","[-5.5308, -5.1582]",TRUE
-5.53149256997579,-5.15745057546956,0.37404199450623,0.262,0.631,0.738,0.438307278601691,"26.2% CI","[-5.5315, -5.1575]",TRUE
-5.53223378422952,-5.15670936121583,0.375524423013692,0.263,0.6315,0.737,0.440263475567017,"26.3% CI","[-5.5322, -5.1567]",TRUE
-5.53297532863128,-5.15596781681407,0.377007511817204,0.264,0.632,0.736,0.442222328605074,"26.4% CI","[-5.533, -5.156]",TRUE
-5.53371720478092,-5.15522594066443,0.378491264116496,0.265,0.6325,0.735,0.44418384493836,"26.5% CI","[-5.5337, -5.1552]",TRUE
-5.53445941428281,-5.15448373116254,0.379975683120261,0.266,0.633,0.734,0.446148031818874,"26.6% CI","[-5.5345, -5.1545]",TRUE
-5.53520195874579,-5.15374118669956,0.381460772046225,0.267,0.6335,0.733,0.448114896528275,"26.7% CI","[-5.5352, -5.1537]",TRUE
-5.53594483978327,-5.15299830566208,0.382946534121199,0.268,0.634,0.732,0.450084446378045,"26.8% CI","[-5.5359, -5.153]",TRUE
-5.53668805901324,-5.15225508643211,0.384432972581138,0.269,0.6345,0.731,0.45205668870965,"26.9% CI","[-5.5367, -5.1523]",TRUE
-5.53743161805828,-5.15151152738707,0.385920090671201,0.27,0.635,0.73,0.454031630894707,"27% CI","[-5.5374, -5.1515]",TRUE
-5.53817551854558,-5.15076762689977,0.387407891645807,0.271,0.6355,0.729,0.45600928033515,"27.1% CI","[-5.5382, -5.1508]",TRUE
-5.53891976210703,-5.15002338333832,0.388896378768704,0.272,0.636,0.728,0.457989644463391,"27.2% CI","[-5.5389, -5.15]",TRUE
-5.53966435037918,-5.14927879506617,0.390385555313015,0.273,0.6365,0.727,0.459972730742493,"27.3% CI","[-5.5397, -5.1493]",TRUE
-5.54040928500333,-5.14853386044202,0.391875424561308,0.274,0.637,0.726,0.461958546666336,"27.4% CI","[-5.5404, -5.1485]",TRUE
-5.5411545676255,-5.14778857781985,0.393365989805654,0.275,0.6375,0.725,0.46394709975979,"27.5% CI","[-5.5412, -5.1478]",TRUE
-5.54190019989652,-5.14704294554883,0.394857254347686,0.276,0.638,0.724,0.465938397578882,"27.6% CI","[-5.5419, -5.147]",TRUE
-5.54264618347201,-5.14629696197334,0.396349221498667,0.277,0.6385,0.723,0.467932447710969,"27.7% CI","[-5.5426, -5.1463]",TRUE
-5.54339252001245,-5.1455506254329,0.397841894579541,0.278,0.639,0.722,0.469929257774916,"27.8% CI","[-5.5434, -5.1456]",TRUE
-5.54413921118318,-5.14480393426217,0.399335276921006,0.279,0.6395,0.721,0.471928835421265,"27.9% CI","[-5.5441, -5.1448]",TRUE
-5.54488625865446,-5.14405688679089,0.400829371863569,0.28,0.64,0.72,0.473931188332412,"28% CI","[-5.5449, -5.1441]",TRUE
-5.54563366410148,-5.14330948134387,0.402324182757612,0.281,0.6405,0.719,0.475936324222789,"28.1% CI","[-5.5456, -5.1433]",TRUE
-5.5463814292044,-5.14256171624095,0.403819712963452,0.282,0.641,0.718,0.477944250839036,"28.2% CI","[-5.5464, -5.1426]",TRUE
-5.54712955564838,-5.14181358979697,0.405315965851413,0.283,0.6415,0.717,0.479954975960182,"28.3% CI","[-5.5471, -5.1418]",TRUE
-5.54787804512361,-5.14106510032174,0.40681294480188,0.284,0.642,0.716,0.481968507397831,"28.4% CI","[-5.5479, -5.1411]",TRUE
-5.54862689932536,-5.14031624611999,0.408310653205369,0.285,0.6425,0.715,0.483984852996335,"28.5% CI","[-5.5486, -5.1403]",TRUE
-5.54937611995397,-5.13956702549138,0.40980909446259,0.286,0.643,0.714,0.486004020632987,"28.6% CI","[-5.5494, -5.1396]",TRUE
-5.55012570871493,-5.13881743673042,0.411308271984515,0.287,0.6435,0.713,0.488026018218199,"28.7% CI","[-5.5501, -5.1388]",TRUE
-5.55087566731889,-5.13806747812646,0.412808189192438,0.288,0.644,0.712,0.490050853695689,"28.8% CI","[-5.5509, -5.1381]",TRUE
-5.5516259974817,-5.13731714796365,0.414308849518045,0.289,0.6445,0.711,0.492078535042672,"28.9% CI","[-5.5516, -5.1373]",TRUE
-5.55237670092442,-5.13656644452093,0.415810256403486,0.29,0.645,0.71,0.494109070270043,"29% CI","[-5.5524, -5.1366]",TRUE
-5.55312777937339,-5.13581536607196,0.417312413301426,0.291,0.6455,0.709,0.496142467422571,"29.1% CI","[-5.5531, -5.1358]",TRUE
-5.55387923456024,-5.13506391088511,0.418815323675132,0.292,0.646,0.708,0.49817873457909,"29.2% CI","[-5.5539, -5.1351]",TRUE
-5.55463106822194,-5.13431207722341,0.420318990998524,0.293,0.6465,0.707,0.500217879852688,"29.3% CI","[-5.5546, -5.1343]",TRUE
-5.5553832821008,-5.13355986334455,0.421823418756253,0.294,0.647,0.706,0.502259911390907,"29.4% CI","[-5.5554, -5.1336]",TRUE
-5.55613587794456,-5.13280726750079,0.423328610443766,0.295,0.6475,0.705,0.504304837375931,"29.5% CI","[-5.5561, -5.1328]",TRUE
-5.55688885750636,-5.13205428793899,0.424834569567377,0.296,0.648,0.704,0.50635266602479,"29.6% CI","[-5.5569, -5.1321]",TRUE
-5.55764222254484,-5.13130092290051,0.426341299644333,0.297,0.6485,0.703,0.508403405589552,"29.7% CI","[-5.5576, -5.1313]",TRUE
-5.55839597482412,-5.13054717062123,0.427848804202888,0.298,0.649,0.702,0.510457064357526,"29.8% CI","[-5.5584, -5.1305]",TRUE
-5.55915011611386,-5.12979302933149,0.429357086782373,0.299,0.6495,0.701,0.512513650651464,"29.9% CI","[-5.5592, -5.1298]",TRUE
-5.5599046481893,-5.12903849725605,0.430866150933259,0.3,0.65,0.7,0.514573172829758,"30% CI","[-5.5599, -5.129]",TRUE
-5.5606595728313,-5.12828357261405,0.432376000217243,0.301,0.6505,0.699,0.51663563928665,"30.1% CI","[-5.5607, -5.1283]",TRUE
-5.56141489182633,-5.12752825361902,0.433886638207303,0.302,0.651,0.698,0.518701058452435,"30.2% CI","[-5.5614, -5.1275]",TRUE
-5.56217060696657,-5.12677253847878,0.435398068487785,0.303,0.6515,0.697,0.520769438793664,"30.3% CI","[-5.5622, -5.1268]",TRUE
-5.56292672004991,-5.12601642539544,0.436910294654469,0.304,0.652,0.696,0.522840788813359,"30.4% CI","[-5.5629, -5.126]",TRUE
-5.56368323287999,-5.12525991256536,0.438423320314637,0.305,0.6525,0.695,0.524915117051217,"30.5% CI","[-5.5637, -5.1253]",TRUE
-5.56444014726625,-5.1245029981791,0.439937149087159,0.306,0.653,0.694,0.526992432083826,"30.6% CI","[-5.5644, -5.1245]",TRUE
-5.56519746502395,-5.1237456804214,0.441451784602551,0.307,0.6535,0.693,0.529072742524873,"30.7% CI","[-5.5652, -5.1237]",TRUE
-5.56595518797421,-5.12298795747114,0.442967230503069,0.308,0.654,0.692,0.531156057025363,"30.8% CI","[-5.566, -5.123]",TRUE
-5.56671331794406,-5.12222982750129,0.444483490442765,0.309,0.6545,0.691,0.533242384273828,"30.9% CI","[-5.5667, -5.1222]",TRUE
-5.56747185676646,-5.12147128867889,0.446000568087578,0.31,0.655,0.69,0.535331732996556,"31% CI","[-5.5675, -5.1215]",TRUE
-5.56823080628038,-5.12071233916497,0.447518467115401,0.311,0.6555,0.689,0.537424111957796,"31.1% CI","[-5.5682, -5.1207]",TRUE
-5.56899016833075,-5.1199529771146,0.449037191216156,0.312,0.656,0.688,0.539519529959989,"31.2% CI","[-5.569, -5.12]",TRUE
-5.56974994476862,-5.11919320067673,0.45055674409188,0.313,0.6565,0.687,0.541617995843987,"31.3% CI","[-5.5697, -5.1192]",TRUE
-5.57051013745107,-5.11843300799428,0.452077129456798,0.314,0.657,0.686,0.543719518489275,"31.4% CI","[-5.5705, -5.1184]",TRUE
-5.57127074824137,-5.11767239720398,0.453598351037396,0.315,0.6575,0.685,0.545824106814198,"31.5% CI","[-5.5713, -5.1177]",TRUE
-5.57203177900893,-5.11691136643642,0.455120412572509,0.316,0.658,0.684,0.547931769776189,"31.6% CI","[-5.572, -5.1169]",TRUE
-5.57279323162937,-5.11614991381598,0.45664331781339,0.317,0.6585,0.683,0.550042516371997,"31.7% CI","[-5.5728, -5.1161]",TRUE
-5.57355510798458,-5.11538803746077,0.458167070523803,0.318,0.659,0.682,0.552156355637915,"31.8% CI","[-5.5736, -5.1154]",TRUE
-5.57431740996272,-5.11462573548263,0.459691674480087,0.319,0.6595,0.681,0.554273296650016,"31.9% CI","[-5.5743, -5.1146]",TRUE
-5.5750801394583,-5.11386300598705,0.461217133471253,0.32,0.66,0.68,0.556393348524385,"32% CI","[-5.5751, -5.1139]",TRUE
-5.5758432983722,-5.11309984707315,0.462743451299051,0.321,0.6605,0.679,0.558516520417355,"32.1% CI","[-5.5758, -5.1131]",TRUE
-5.57660688861171,-5.11233625683364,0.464270631778062,0.322,0.661,0.678,0.560642821525743,"32.2% CI","[-5.5766, -5.1123]",TRUE
-5.57737091209056,-5.11157223335479,0.465798678735773,0.323,0.6615,0.677,0.56277226108709,"32.3% CI","[-5.5774, -5.1116]",TRUE
-5.57813537072901,-5.11080777471634,0.467327596012668,0.324,0.662,0.676,0.564904848379903,"32.4% CI","[-5.5781, -5.1108]",TRUE
-5.57890026645383,-5.11004287899152,0.468857387462304,0.325,0.6625,0.675,0.567040592723894,"32.5% CI","[-5.5789, -5.11]",TRUE
-5.57966560119837,-5.10927754424698,0.4703880569514,0.326,0.663,0.674,0.569179503480229,"32.6% CI","[-5.5797, -5.1093]",TRUE
-5.58043137690263,-5.10851176854272,0.471919608359919,0.327,0.6635,0.673,0.57132159005177,"32.7% CI","[-5.5804, -5.1085]",TRUE
-5.58119759551325,-5.1077455499321,0.473452045581153,0.328,0.664,0.672,0.573466861883327,"32.8% CI","[-5.5812, -5.1077]",TRUE
-5.58196425898358,-5.10697888646177,0.474985372521811,0.329,0.6645,0.671,0.575615328461903,"32.9% CI","[-5.582, -5.107]",TRUE
-5.58273136927373,-5.10621177617162,0.476519593102106,0.33,0.665,0.67,0.577766999316952,"33% CI","[-5.5827, -5.1062]",TRUE
-5.58349892835059,-5.10544421709476,0.478054711255838,0.331,0.6655,0.669,0.579921884020626,"33.1% CI","[-5.5835, -5.1054]",TRUE
-5.58426693818792,-5.10467620725743,0.479590730930484,0.332,0.666,0.668,0.582079992188035,"33.2% CI","[-5.5843, -5.1047]",TRUE
-5.58503540076632,-5.10390774467903,0.481127656087287,0.333,0.6665,0.667,0.584241333477502,"33.3% CI","[-5.585, -5.1039]",TRUE
-5.58580431807335,-5.103138827372,0.482665490701345,0.334,0.667,0.666,0.586405917590825,"33.4% CI","[-5.5858, -5.1031]",TRUE
-5.58657369210352,-5.10236945334183,0.484204238761695,0.335,0.6675,0.665,0.588573754273535,"33.5% CI","[-5.5866, -5.1024]",TRUE
-5.58734352485838,-5.10159962058697,0.485743904271414,0.336,0.668,0.664,0.590744853315162,"33.6% CI","[-5.5873, -5.1016]",TRUE
-5.58811381834652,-5.10082932709883,0.487284491247699,0.337,0.6685,0.663,0.592919224549499,"33.7% CI","[-5.5881, -5.1008]",TRUE
-5.58888457458366,-5.10005857086169,0.488826003721964,0.338,0.669,0.662,0.59509687785487,"33.8% CI","[-5.5889, -5.1001]",TRUE
-5.58965579559264,-5.09928734985271,0.490368445739929,0.339,0.6695,0.661,0.597277823154395,"33.9% CI","[-5.5897, -5.0993]",TRUE
-5.59042748340353,-5.09851566204182,0.491911821361713,0.34,0.67,0.66,0.599462070416271,"34% CI","[-5.5904, -5.0985]",TRUE
-5.59119964005364,-5.09774350539171,0.493456134661933,0.341,0.6705,0.659,0.601649629654035,"34.1% CI","[-5.5912, -5.0977]",TRUE
-5.59197226758757,-5.09697087785778,0.49500138972979,0.342,0.671,0.658,0.603840510926846,"34.2% CI","[-5.592, -5.097]",TRUE
-5.59274536805726,-5.09619777738809,0.496547590669167,0.343,0.6715,0.657,0.606034724339757,"34.3% CI","[-5.5927, -5.0962]",TRUE
-5.59351894352204,-5.09542420192331,0.498094741598724,0.344,0.672,0.656,0.608232280044003,"34.4% CI","[-5.5935, -5.0954]",TRUE
-5.59429299604867,-5.09465014939668,0.499642846651996,0.345,0.6725,0.655,0.610433188237274,"34.5% CI","[-5.5943, -5.0947]",TRUE
-5.59506752771142,-5.09387561773393,0.501191909977484,0.346,0.673,0.654,0.612637459164004,"34.6% CI","[-5.5951, -5.0939]",TRUE
-5.59584254059205,-5.0931006048533,0.50274193573876,0.347,0.6735,0.653,0.614845103115656,"34.7% CI","[-5.5958, -5.0931]",TRUE
-5.59661803677995,-5.0923251086654,0.504292928114557,0.348,0.674,0.652,0.61705613043101,"34.8% CI","[-5.5966, -5.0923]",TRUE
-5.59739401837211,-5.09154912707324,0.505844891298874,0.349,0.6745,0.651,0.619270551496451,"34.9% CI","[-5.5974, -5.0915]",TRUE
-5.59817048747321,-5.09077265797214,0.507397829501075,0.35,0.675,0.65,0.62148837674627,"35% CI","[-5.5982, -5.0908]",TRUE
-5.59894744619567,-5.08999569924968,0.50895174694598,0.351,0.6755,0.649,0.623709616662948,"35.1% CI","[-5.5989, -5.09]",TRUE
-5.59972489665967,-5.08921824878568,0.510506647873981,0.352,0.676,0.648,0.625934281777462,"35.2% CI","[-5.5997, -5.0892]",TRUE
-5.60050284099324,-5.08844030445211,0.512062536541132,0.353,0.6765,0.647,0.62816238266958,"35.3% CI","[-5.6005, -5.0884]",TRUE
-5.6012812813323,-5.08766186411305,0.513619417219253,0.354,0.677,0.646,0.630393929968162,"35.4% CI","[-5.6013, -5.0877]",TRUE
-5.60206021982069,-5.08688292562466,0.515177294196038,0.355,0.6775,0.645,0.63262893435147,"35.5% CI","[-5.6021, -5.0869]",TRUE
-5.60283965861025,-5.0861034868351,0.516736171775152,0.356,0.678,0.644,0.63486740654747,"35.6% CI","[-5.6028, -5.0861]",TRUE
-5.60361959986085,-5.0853235455845,0.518296054276343,0.357,0.6785,0.643,0.63710935733414,"35.7% CI","[-5.6036, -5.0853]",TRUE
-5.60440004574045,-5.0845430997049,0.51985694603554,0.358,0.679,0.642,0.639354797539784,"35.8% CI","[-5.6044, -5.0845]",TRUE
-5.60518099842516,-5.08376214702019,0.521418851404967,0.359,0.6795,0.641,0.641603738043346,"35.9% CI","[-5.6052, -5.0838]",TRUE
-5.60596246009929,-5.08298068534606,0.522981774753239,0.36,0.68,0.64,0.643856189774725,"36% CI","[-5.606, -5.083]",TRUE
-5.60674443295542,-5.08219871248993,0.524545720465483,0.361,0.6805,0.639,0.646112163715093,"36.1% CI","[-5.6067, -5.0822]",TRUE
-5.60752691919439,-5.08141622625096,0.526110692943431,0.362,0.681,0.638,0.648371670897218,"36.2% CI","[-5.6075, -5.0814]",TRUE
-5.60830992102545,-5.0806332244199,0.527676696605544,0.363,0.6815,0.637,0.650634722405787,"36.3% CI","[-5.6083, -5.0806]",TRUE
-5.60909344066623,-5.07984970477912,0.529243735887115,0.364,0.682,0.636,0.652901329377732,"36.4% CI","[-5.6091, -5.0798]",TRUE
-5.60987748034286,-5.07906566510249,0.530811815240376,0.365,0.6825,0.635,0.655171503002559,"36.5% CI","[-5.6099, -5.0791]",TRUE
-5.61066204228999,-5.07828110315536,0.532380939134621,0.366,0.683,0.634,0.65744525452268,"36.6% CI","[-5.6107, -5.0783]",TRUE
-5.61144712875083,-5.07749601669452,0.533951112056304,0.367,0.6835,0.633,0.659722595233746,"36.7% CI","[-5.6114, -5.0775]",TRUE
-5.61223274197726,-5.07671040346809,0.535522338509162,0.368,0.684,0.632,0.662003536484984,"36.8% CI","[-5.6122, -5.0767]",TRUE
-5.61301888422984,-5.07592426121551,0.537094623014331,0.369,0.6845,0.631,0.664288089679538,"36.9% CI","[-5.613, -5.0759]",TRUE
-5.6138055577779,-5.07513758766745,0.538667970110454,0.37,0.685,0.63,0.666576266274808,"37% CI","[-5.6138, -5.0751]",TRUE
-5.61459276489957,-5.07435038054578,0.540242384353798,0.371,0.6855,0.629,0.668868077782798,"37.1% CI","[-5.6146, -5.0744]",TRUE
-5.61538050788186,-5.07356263756349,0.541817870318372,0.372,0.686,0.628,0.67116353577046,"37.2% CI","[-5.6154, -5.0736]",TRUE
-5.6161687890207,-5.07277435642465,0.543394432596051,0.373,0.6865,0.627,0.673462651860048,"37.3% CI","[-5.6162, -5.0728]",TRUE
-5.61695761062102,-5.07198553482433,0.544972075796684,0.374,0.687,0.626,0.675765437729469,"37.4% CI","[-5.617, -5.072]",TRUE
-5.61774697499678,-5.07119617044857,0.546550804548216,0.375,0.6875,0.625,0.678071905112638,"37.5% CI","[-5.6177, -5.0712]",TRUE
-5.61853688447108,-5.07040626097427,0.548130623496816,0.376,0.688,0.624,0.680382065799839,"37.6% CI","[-5.6185, -5.0704]",TRUE
-5.61932734137617,-5.06961580406918,0.549711537306987,0.377,0.6885,0.623,0.682695931638085,"37.7% CI","[-5.6193, -5.0696]",TRUE
-5.62011834805352,-5.06882479739183,0.551293550661697,0.378,0.689,0.622,0.685013514531485,"37.8% CI","[-5.6201, -5.0688]",TRUE
